id	title	current_author	primary_author	attribution_status	conflation	source	note
SA_GSP28_jsbh1-3u	Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 3	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā, on Jaimini's Mīmāṃsāsūtra; with Śambhubhaṭṭa's Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_D. R. Bhandarkar Volume_Bimala Churn Law, ed., 1940.txt; secondary:cleaned_Freschi and Maas_Adaptive Reuse.txt	Same as 3.2: Khaṇḍadeva commentary embedding Jaimini's sūtras plus Śambhubhaṭṭa's Prabhāvalī apparatus.
SA_GSP28_jsbh1-4u	Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 4	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā, on Jaimini's Mīmāṃsāsūtra; with Śambhubhaṭṭa's Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_D. R. Bhandarkar Volume_Bimala Churn Law, ed., 1940.txt	Multi-author layered text: Jaimini (sūtra) + Khaṇḍadeva (Bhāṭṭadīpikā) + Śambhubhaṭṭa (Prabhāvalī).
SA_GSP28_jsbh2-1u	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 1	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā); Śambhubhaṭṭa (Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	E-text conflates two authors. Bhāṭṭadīpikā (Mīmāṃsā commentary on Jaimini's sūtra) by Khaṇḍadeva (17th c.); Prabhāvalī sub-commentary by Śambhubhaṭṭa, pupil of Khaṇḍadeva. current_author omits Śambhubhaṭṭa.
SA_GSP28_jsbh3-1u	Bhāṭṭadīpikā: Adhyāya 3, Adhikaraṇa 1	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā); Śambhubhaṭṭa (Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Same conflation as the other adhikaraṇa files: Khaṇḍadeva (author) + Śambhubhaṭṭa (Prabhāvalī ṭīkā). current_author lists only Khaṇḍadeva.
SA_GSP28_jsbh2-3u	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 3	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā); Śambhubhaṭṭa (Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Conflates root author Khaṇḍadeva and sub-commentator Śambhubhaṭṭa (his pupil). current_author omits Śambhubhaṭṭa.
SA_GSP28_jsbh2-2u	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 2	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā); Śambhubhaṭṭa (Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Conflation of Khaṇḍadeva (author) and Śambhubhaṭṭa (Prabhāvalī). current_author lists only Khaṇḍadeva.
SA_GSP28_jsbh1-2u	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 2	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā); Śambhubhaṭṭa (Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Conflates Khaṇḍadeva (author) + Śambhubhaṭṭa (Prabhāvalī ṭīkā). NB: workitem title says Adhyāya 2 Adh. 2 but filename is jsbh1-2u (Adhyāya 1) — title/file mismatch, does not affect authorship.
SA_GSP28_jsbh1-1u	Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 1	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā); Śambhubhaṭṭa (Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Explicit dual colophon attribution. Khaṇḍadeva = author of Bhāṭṭadīpikā (Mīmāṃsā, 17th c.); Śambhubhaṭṭa = author of Prabhāvalī, his disciple. current_author omits Śambhubhaṭṭa.
SA_GSP28_jsbh2-4u	Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 4	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā); Śambhubhaṭṭa (Prabhāvalī commentary)	secure	True	gretil-header; secondary:cleaned_D. R. Bhandarkar Volume_Bimala Churn Law, ed., 1940.txt; secondary:cleaned_Encyclopedia of Indian Philosophies, Vol. 1 - Potter.txt	Root Mīmāṃsā work by Khaṇḍadeva; the edition/etext bundles the Prabhāvalī of his pupil Śambhubhaṭṭa, a distinct author (flag set to separate root vs commentary). The text proper of this item is Khaṇḍadeva's.
SA_GK16_jgrasg1u	Rasagaṅgādhara	Jagannātha Paṇḍitarāja	Jagannātha Paṇḍitarāja	secure	False	gretil-header; secondary:cleaned_Encyclopedia of Indian Philosophies, Vol. 5 - Potter 1990.txt; secondary:cleaned_Bendall_Catalogue...txt	Root poetics (alaṃkāra) treatise; this item is the mūla by Jagannātha (mid-17th c.). Commentaries by Nāgeśa Bhaṭṭa and Mathurānāth Śāstrī belong to the edition but are not this etext's content, so no conflation flag.
SA_GSP34_ghers_pu	Gheraṇḍa-Saṃhitā	anonymous/traditional (attributed to the sage Gheraṇḍa)	anonymous (traditionally ascribed to the sage Gheraṇḍa)	anonymous	False	gretil-header; secondary:cleaned_White_Yoga in Practice.txt; secondary:cleaned_Tantric Tradition_Agehananda Bharati, 1965.txt	Pseudepigraphic frame: 'Gheraṇḍa' is the legendary in-text teacher, not a real author. Genuinely anonymous compilation (c. late 17th c.); traditional ascription to sage Gheraṇḍa recorded but no historical author.
SA_MB_devinamalavilasaHK	Devīnāmavilāsa	Sāhib Kaul	Sāhib Kaul (Sāhib Kaula)	secure	False	secondary:cleaned_Tantric Tradition_Agehananda Bharati, 1965.txt; secondary:cleaned_Encyclopedia of Indian Philosophies, Vol. 1 - Potter.txt	Attribution to Sāhib Kaul confirmed by secondary literature (also editor Madhusudan Kaul Shastri, KSTS 63). Bharati flags that 'Sāhib Kaul' may be a high tantric title rather than strictly a proper name, but it is the consistently used author designation.
SA_GSP29_muva	Muktivāda	Gadādhara Bhaṭṭācārya	Gadādhara Bhaṭṭācārya	secure	False	secondary:cleaned_skt-en-mono.txt; secondary:cleaned_Encyclopedia of Indian Philosophies, Vol. 1 - Potter.txt	Navya-nyāya vāda by Gadādhara Bhaṭṭācārya (17th c.), confirmed by colophon. Numerous later commentaries (Mathurānātha's gloss, Vivṛti, Kroda, Ṭīkā) exist by other authors but are not this root text.
SA_MB_srividyarnavatantramHK	Śrīvidyārṇavatantra	Vidyāraṇya Yati (Śrīvidyāraṇya)	Vidyāraṇya Yati (Śrīvidyāraṇya) — traditional; identity disputed	disputed	False	web:https://manasataramgini.wordpress.com/2006/03/26/shri-vidyaranaya-yati-and-his-shrividyarnava/; web:https://www.kamakotimandali.com/2021/03/26/kpshankarashastri/	Author name 'Vidyāraṇya' is retained but the WHICH-Vidyāraṇya identification is disputed: likely NOT the celebrated Śṛṅgerī Advaitin commonly assumed, but a distinct (probably northern) tantric Vidyāraṇya Yati. Status downgraded from implied-secure to disputed; flagged as changed for this nuance.
SA_MB_merutantraHK	Merutantra	anonymous/traditional	anonymous (late Tantra, no historical author named)	anonymous	False	secondary:cleaned_History of the Tantric Religion ... N. N. Bhattacharyya 2006.txt	Anonymous revelatory Tantra; very late (mentions the English/London). Traditionally framed as Siva's revelation; no individual author.
SA_GSP35_sa_bhAskarakaNTha-mokSopAyaTIkA	Mokṣopāyaṭīkā	Rājānaka Bhāskarakaṇṭha	Rājānaka Bhāskarakaṇṭha (ṭīkā)	secure	False	gretil-header	This is the commentary (ṭīkā) on the Mokṣopāya/Yogavāsiṣṭha, not the root; root Mokṣopāya is a separate anonymous work. Bhāskarakaṇṭha = son of Avatārakaṇṭha, grandson of Vaiḍūryakaṇṭha; ~early 18th c. Kashmir.
SA_GK19_japa	Jānakī Pariṇaya	Rāmabhadra Dīkṣita	Rāmabhadra Dīkṣita	secure	False	web:https://www.wisdomlib.org/definition/ramabhadradikshita	Title is the nāṭaka by Rāmabhadra Dīkṣita; distinct from the Jānakīpariṇaya campū of Cakrakavi (separate work, not a co-authored conflation). NB: the GK19 source_url is a generic GRETIL index and the snippet content corresponds to Yogavāsiṣṭha verses, not the nāṭaka — attribution here follows the item title (Rāmabhadra Dīkṣita's nāṭaka).
SA_MB_taaraabhaktisudhaarnavaHK	Narasiṃhaṭhakkura: Tārābhaktisudhārṇava	Narasiṃha Ṭhakkura (Narasimha, disciple of Gadādhara)	Nṛsiṃha (Narasiṃha) Ṭhakkura	secure	False	secondary:cleaned_Sanderson_The Śaiva Age.txt	Single author Nṛsiṃha/Narasiṃha Ṭhakkura, c. 1688. Editors (Pañcānana Tarkaratna under Arthur Avalon/Woodroffe) are modern, not authors. Confirms current attribution.
SA_MB_isvarapratyabhijnavimarsinivyakhyaHK	Īśvarapratyabhijñāvimarśinīvyākhyā	uncertain (a commentator on the Īśvarapratyabhijñāvimarśinī; possibly the Bhāskarī of Bhāskarakaṇṭha)	Rājānaka Bhāskarakaṇṭha (Bhāskarī commentary)	secure	False	secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Resolves the 'uncertain' status: the vyākhyā is the Bhāskarī of Bhāskarakaṇṭha (early 18th c. Kashmir). The base text it comments on (Īśvarapratyabhijñāvimarśinī) is by Abhinavagupta, which itself comments on Utpaladeva's kārikās — but this item is specifically the sub-commentary (Bhāskarī), authored by Bhāskarakaṇṭha alone.
SA_MB_TantracintamaniHK	Tantracintāmaṇi	Navamīsiṃha (also called Ādyānanda)	Navamīsiṃha (alias Ādyānanda)	secure	False	secondary:cleaned_Tantric Tradition_Agehananda Bharati, 1965.txt	Compendium (40 prakāśas) of Tantra excerpts compiled by Navamīsiṃha/Navasiṃha alias Ādyānanda, minister of Bhūpālendra Malla of Kathmandu (c. 1689-1694). Confirms current attribution.
SA_MB_kulamuktikalloliniHK	Kulamuktikallolinī	Navamīsiṃha (also called Ādyānanda)	Navamīsiṃha (initiatory/pen name Ādyānanda)	secure	False	muktabodha-header + colophon	Navamīsiṃha and Ādyānanda are the same author (proper name vs initiatory name); not a conflation. Floruit late 17th c. Nepal/Kathmandu.
SA_GS24_paribhsu	Paribhāṣenduśekhara	Nāgeśa Bhaṭṭa (Nāgojibhaṭṭa)	Nāgeśa Bhaṭṭa (Nāgojibhaṭṭa)	secure	False	gretil-header + secondary:cleaned_Tradition and Argument in Classical Indian Linguistics ... Bronkhorst 2003.txt	Author of the mūla secure. Kielhorn/ Kāśī editions bundle commentaries by other hands, but this GRETIL e-text is the Nāgeśa mūla only.
SA_MB_nityaasodasikaarnavaHK	Nityāṣoḍaśikārṇavatantra with the commentary called Setubandha	Commentary (Setubandha) by Bhāskararāya Makhin; mūla tantra anonymous/traditional	Bhāskararāya Makhin (Setubandha commentary); mūla Nityāṣoḍaśikārṇava anonymous (part of Vāmakeśvaratantra)	conflated	True	web:https://en.wikipedia.org/wiki/Bhaskararaya + web:https://www.wisdomlib.org/definition/nityashodashikarnava + secondary:cleaned_Encyclopedia of Tantra ... Santideva 1999.txt	Two distinct authorial layers: anonymous root tantra (Vāmakeśvara) vs Bhāskararāya's Setubandha ṭīkā. Current_author already separates roles; conflation flagged because one title combines them.
SA_MB_MahaayaagakramaHK	Bhāskararāya: Mahāyāgakrama	Bhāskararāya Makhin	Bhāskararāya Makhin (Bhāsuranandanātha)	secure	False	tradition + web:https://en.wikipedia.org/wiki/Bhaskararaya + secondary:cleaned_D. R. Bhandarkar Volume_1940.txt	Muktabodha source_url 404; attribution rests on title and well-attested Bhāskararāya corpus. Initiatory name Bhāsuranandanātha.
SA_MB_varivasyaarahasyaHK	Varivasyārahasya	Bhāskararāya Makhin	Bhāskararāya Makhin (Bhāsuranandanātha)	secure	False	secondary:cleaned_skt-en-mono.txt + secondary:cleaned_Traverses on Less Trodden Path ... Yajneshwara Shastri.txt + edition	Both the verses (varivasyārahasya) and the auto-commentary Prakāśa are by Bhāskararāya; single author, two roles (kārikā + auto-vṛtti). Not a multi-author conflation.
SA_MB_gurustutiratnavaliHK	Gurustutiratnāvalī	Govinda Kaula	Govinda Kaula	secure	False	web:https://escholarship.mcgill.ca/downloads/gm80j1553 + web:https://brill.com/view/journals/iij/64/4/article-p348_2.xml	Muktabodha source_url 404; attribution confirmed by recent scholarship (Brill IIJ 2021). 18th-c. Kashmiri Śaiva/Śākta author.
SA_GSP33_nabodhsu	Bodhasāra	Narahari	Narahari (mūla); Divākara (commentary Dīpti, not in e-text)	secure	True	gretil-header; secondary:reference-literature/cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Root Vedānta treatise by Narahari (secure). The printed edition pairs it with the pupil Divākara's commentary (Dīpti/Arthadīpa) — distinct author; the GRETIL e-text contains only the mūla, no commentary.
SA_MB_mahaanirvaanatantramHK	Mahānirvāṇa Tantra	anonymous/traditional	anonymous (tantra); Hariharānanda Bhāratī (commentary, in printed ed.)	anonymous	True	web:https://www.hindupedia.com/en/Mah%C4%81nirv%C4%81%E1%B9%87a_Tantra; tradition	Tantra is anonymous (no historical author; traditionally revelation). Edition conflates the anonymous mūla with Hariharānanda Bhāratī's commentary — distinct, datable person; possible 18th-c. redaction by the commentarial milieu.
SA_MB_purascaryaarnava-I-HK	Puraścaryārṇava, volume 1	Pratāpasiṃha Śāha Deva (Pratap Singh Shah, King of Nepal)	Pratāpasiṃha Śāhadeva (royal author/patron of the digest)	traditional	False	web:https://wellcomecollection.org/works/gfxzqpjt; web:https://www.exoticindiaart.com	Royal-author/patron attribution (viracita = composed by King Pratāpasiṃha). Genre is a tantric digest, so much material is compiled from earlier tantras; authorship is single-named and traditional rather than a multi-author conflation.
SA_MB_purascaryaarnava-3-HK	Puraścaryārṇava, volume 3	Pratāpasiṃha Śāha Deva (Pratap Singh Shah, King of Nepal)	Pratāpasiṃha Śāhadeva (royal author/patron of the digest)	traditional	False	web:https://wellcomecollection.org/works/gfxzqpjt	Volume 3 of the same digest; same single traditional royal attribution. Compendium genre (quotes many sources) but conventionally a one-author work.
SA_MB_purascaryaarnava-2-HK	Puraścaryārṇava, volume 2	Pratāpasiṃha Śāha Deva (Pratap Singh Shah, King of Nepal)	Pratāpasiṃha Śāhadeva (royal author/patron of the digest)	traditional	False	web:https://wellcomecollection.org/works/gfxzqpjt	Volume 2 of the same digest; same single traditional royal attribution.
SA_MB_Pranatosini_4_KamyaKandaHK	Prāṇatoṣiṇī (Kāmyakāṇḍa)	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṅkāra), compiler	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṅkāra), compiler	secure	False	secondary:reference-literature/cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Tantric digest (nibandha) securely compiled by Rāmatoṣaṇa; it quotes many tantras but the compiler is a single named person (self-attested), so not an author-conflation.
SA_MB_pranotisini_6_HK	Rāmatoṣaṇa (compiler): Prāṇatoṣiṇī, part 6	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṃkāra)	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṃkāra) (compiler)	secure	False	web:https://www.wisdomlib.org/definition/pranatoshini | secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Compilation/digest of many tantras; named person is the compiler/redactor, not author of quoted source tantras. As a nibandha its individual quotations are by various (mostly anonymous) tantric authors, but the work itself is securely Rāmatoṣaṇa's compilation; not treated as multi-author conflation since it is explicitly a digest.
SA_MB_Pranatosini_2_DharmaKandaHK	Prāṇatoṣiṇī (Dharmakāṇḍa)	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṅkāra), compiler	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṅkāra) (compiler)	secure	False	web:https://www.wisdomlib.org/definition/pranatoshini	One kāṇḍa of the Prāṇatoṣiṇī digest; quoted tantra material is by various original authors but the work is securely Rāmatoṣaṇa's compilation.
SA_MB_Pranatosini_3_ArthaKandaHK	Prāṇatoṣiṇī (Arthakāṇḍa)	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṅkāra), compiler	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṅkāra) (compiler)	secure	False	web:https://www.wisdomlib.org/definition/pranatoshini	One kāṇḍa of the Prāṇatoṣiṇī digest; compiled tantra quotations by various original authors, work securely Rāmatoṣaṇa's compilation.
SA_MB_Pranatosini_5_BhaktiKandaHK	Rāmatoṣaṇa (compiler): Prāṇatoṣiṇī, Bhaktikāṇḍa	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṃkāra)	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṃkāra) (compiler)	secure	False	web:https://www.wisdomlib.org/definition/pranatoshini	One kāṇḍa of the Prāṇatoṣiṇī digest; compiled quotations by various original authors, work securely Rāmatoṣaṇa's compilation.
SA_MB_Pranatosini_1_SargaKandaHK	Prāṇatoṣiṇī (Sargakāṇḍa)	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṅkāra), compiler	Rāmatoṣaṇa Bhaṭṭācārya (Vidyālaṅkāra) (compiler)	secure	False	web:https://www.wisdomlib.org/definition/pranatoshini	One kāṇḍa of the Prāṇatoṣiṇī digest; compiled quotations by various original authors, work securely Rāmatoṣaṇa's compilation.
SA_MB_sriitatvanidhiHK	Śrītattvanidhi	Kṛṣṇarāja Wodeyar III (Mummaḍi Kṛṣṇarāja Woḍeyar) of Mysore	Kṛṣṇarāja Wodeyar III of Mysore (compiler/patron, traditional)	traditional	False	web:https://www.wisdomlib.org/definition/shritattvanidhi | secondary:cleaned_From entertainment to enlightenment..._May-Ying Mary Ngai, 2010.txt	Royal/nominal authorship: like King Bhoja's corpus, court-produced compendium compiled under (and ascribed to) the Maharaja; draws on earlier source texts. Status downgraded from secure to traditional and role refined to compiler; no distinct named co-author found so not flagged as conflation.
SA_GR14_kbss_1-u	Bhāvanāsārasaṃgraha	Siddha Kṛṣṇadāsa Tātapāda (Govardhana-nivāsī Kṛṣṇadāsa)	Siddha Kṛṣṇadāsa Tātapāda (compiler)	traditional	False	gretil-header	Devotional anthology/compilation; Kṛṣṇadāsa functions as compiler drawing on earlier līlā works. Attribution traditional within Gauḍīya tradition; not critically verified outside the edition.
